고유번호,구분코드,구분명,측정일자,측정수위,통신상태,위치정보
10-0008,10,도봉,2025-07-20 17:15,1.57,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 17:14,1.57,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 17:13,1.57,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 17:12,1.57,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 17:11,1.57,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 17:10,1.57,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 17:09,1.57,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 17:08,1.57,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 17:07,1.57,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 17:06,1.58,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 17:05,1.58,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 17:04,1.6,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 17:03,1.6,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 17:02,1.6,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 17:01,1.6,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 17:00,1.6,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 16:59,1.6,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 16:58,1.6,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 16:57,1.6,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 16:56,1.6,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 16:55,1.6,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 16:54,1.6,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 16:53,1.6,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 16:52,1.6,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 16:51,1.6,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0008,10,도봉,2025-07-20 16:50,1.6,통신양호,서울특별시 도봉구 도봉로150길 9 녹산교회 정문 앞
10-0009,10,도봉,2025-07-20 17:22,0.06,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:21,0.06,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:20,0.06,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:19,0.05,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:18,0.04,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:17,0.04,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:16,0.04,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:15,0.04,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:14,0.05,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:13,0.05,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:12,0.06,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:11,0.06,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:10,0.05,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:09,0.06,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:08,0.06,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:07,0.05,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:06,0.05,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:05,0.04,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:04,0.04,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:03,0.04,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:02,0.05,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:01,0.05,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 17:00,0.05,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 16:59,0.05,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 16:58,0.05,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 16:57,0.05,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 16:56,0.05,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 16:55,0.04,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 16:54,0.04,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 16:53,0.05,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 16:52,0.04,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 16:51,0.05,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0009,10,도봉,2025-07-20 16:50,0.05,통신양호,서울특별시 도봉구 도봉로180길 84 도봉동체육센터 북측 삼거리 중앙
10-0010,10,도봉,2025-07-20 17:23,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:22,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:21,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:20,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:19,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:18,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:17,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:16,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:15,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:14,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:13,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:12,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:11,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:10,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:09,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:08,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:07,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:06,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:05,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:04,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:03,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:02,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:01,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 17:00,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 16:59,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 16:58,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 16:57,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 16:56,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 16:55,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 16:54,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 16:53,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 16:52,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 16:51,0.04,통신양호,방학동 703-65 앞 맨홀
10-0010,10,도봉,2025-07-20 16:50,0.04,통신양호,방학동 703-65 앞 맨홀
11-0001,11,노원,2025-07-20 17:22,0.2,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:21,0.2,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:20,0.2,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:19,0.2,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:18,0.2,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:17,0.2,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:16,0.2,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:15,0.21,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:14,0.21,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:13,0.21,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:12,0.21,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:11,0.21,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:10,0.21,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:09,0.21,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:08,0.21,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:07,0.21,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:06,0.21,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:05,0.21,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:04,0.21,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:03,0.2,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:02,0.2,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:01,0.2,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 17:00,0.2,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 16:59,0.2,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 16:58,0.2,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 16:57,0.19,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 16:56,0.19,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 16:55,0.19,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 16:54,0.19,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 16:53,0.19,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 16:52,0.19,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 16:51,0.2,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0001,11,노원,2025-07-20 16:50,0.19,통신양호,"노원구 동일로173가길 29앞 맨홀(동일로173가길29~동일로173가길28간 중앙차선내, 공릉초등교북축)"
11-0002,11,노원,2025-07-20 17:22,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:21,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:20,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:19,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:18,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:17,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:16,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:15,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:14,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:13,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:12,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:11,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:10,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:09,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:08,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:07,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:06,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:05,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:04,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:03,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:02,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:01,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 17:00,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 16:59,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 16:58,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 16:57,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 16:56,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 16:55,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 16:54,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 16:53,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 16:52,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 16:51,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0002,11,노원,2025-07-20 16:50,0,통신양호,서울특별시 노원구 노해로 437 노원구청 북측 공영주차장 28번구역
11-0003,11,노원,2025-07-20 17:22,0.11,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:21,0.11,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:20,0.11,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:19,0.11,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:18,0.11,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:17,0.11,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:16,0.1,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:15,0.1,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:14,0.1,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:13,0.11,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:12,0.11,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:11,0.11,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:10,0.1,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:09,0.11,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:08,0.1,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:07,0.11,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:06,0.11,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:05,0.11,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:04,0.1,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:03,0.11,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:02,0.1,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:01,0.1,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 17:00,0.1,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 16:59,0.1,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 16:58,0.1,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 16:57,0.09,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 16:56,0.1,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 16:55,0.11,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 16:54,0.1,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 16:53,0.1,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 16:52,0.1,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 16:51,0.1,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0003,11,노원,2025-07-20 16:50,0.09,통신양호,서울특별시 노원구 동일로215길 48 동부간선도로에서 상계주공2단지 입구
11-0004,11,노원,2025-07-20 17:22,0.19,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
11-0004,11,노원,2025-07-20 17:21,0.18,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
11-0004,11,노원,2025-07-20 17:20,0.17,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
11-0004,11,노원,2025-07-20 17:19,0.17,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
11-0004,11,노원,2025-07-20 17:18,0.17,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
11-0004,11,노원,2025-07-20 17:17,0.17,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
11-0004,11,노원,2025-07-20 17:16,0.17,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
11-0004,11,노원,2025-07-20 17:15,0.17,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
11-0004,11,노원,2025-07-20 17:14,0.17,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
11-0004,11,노원,2025-07-20 17:13,0.16,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
11-0004,11,노원,2025-07-20 17:12,0.16,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
11-0004,11,노원,2025-07-20 17:11,0.16,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
11-0004,11,노원,2025-07-20 17:10,0.16,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
11-0004,11,노원,2025-07-20 17:09,0.16,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
11-0004,11,노원,2025-07-20 17:08,0.17,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
11-0004,11,노원,2025-07-20 17:07,0.19,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
11-0004,11,노원,2025-07-20 17:06,0.2,통신양호,서울특별시 노원구 동일로213길 21 당현초등학교 정문앞 삼거리
