고유번호,구분코드,구분명,측정일자,측정수위,통신상태,위치정보
16-0018,16,강서,2025-07-20 16:50,0.19,통신양호,서울시 강서구 가로공원로 187 (나누리병원 앞)
16-0019,16,강서,2025-07-20 17:22,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:21,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:20,0.31,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:19,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:18,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:17,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:16,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:15,0.31,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:14,0.31,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:13,0.31,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:12,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:11,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:10,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:09,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:08,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:07,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:06,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:05,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:04,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:03,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:02,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:01,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 17:00,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 16:59,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 16:58,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 16:57,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 16:56,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 16:55,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 16:54,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 16:53,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 16:52,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 16:51,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0019,16,강서,2025-07-20 16:50,0.3,통신양호,강서구 공항동 694-9&lt;공항빗물펌프장 부근&gt;
16-0020,16,강서,2025-07-20 17:22,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:21,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:20,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:19,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:18,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:17,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:16,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:15,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:14,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:13,0.01,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:12,0.01,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:11,0.01,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:10,0.01,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:09,0.01,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:08,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:07,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:06,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:05,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:04,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:03,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:02,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:01,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 17:00,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 16:59,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 16:58,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 16:57,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 16:56,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 16:55,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 16:54,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 16:53,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 16:52,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 16:51,0,통신양호,강서구 방화대로139<외발산사거리 부근>
16-0020,16,강서,2025-07-20 16:50,0,통신양호,강서구 방화대로139<외발산사거리 부근>
17-0001,17,구로,2025-07-20 17:22,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:21,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:20,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:19,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:18,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:17,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:16,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:15,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:14,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:13,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:12,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:11,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:10,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:09,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:08,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:07,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:06,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:05,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:04,0.11,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:03,0.12,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:02,0.12,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:01,0.12,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 17:00,0.12,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 16:59,0.12,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 16:58,0.12,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 16:57,0.12,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 16:56,0.12,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 16:55,0.12,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 16:54,0.12,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 16:53,0.12,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 16:52,0.12,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 16:51,0.12,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0001,17,구로,2025-07-20 16:50,0.12,통신양호,구로구 경인로20나길 17앞 맨홀(대한통운오류동출장소앞)
17-0002,17,구로,2025-07-20 17:22,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:21,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:20,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:19,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:18,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:17,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:16,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:15,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:14,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:13,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:12,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:11,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:10,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:09,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:08,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:07,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:06,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:05,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:04,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:03,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:02,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:01,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 17:00,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 16:59,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 16:58,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 16:57,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 16:56,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 16:55,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 16:54,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 16:53,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 16:52,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 16:51,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0002,17,구로,2025-07-20 16:50,0.35,통신양호,구로구 개봉로19길 87앞 맨홀(로얄파크앞)
17-0003,17,구로,2025-07-20 17:22,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:21,0.13,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:20,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:19,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:18,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:17,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:16,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:15,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:14,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:13,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:12,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:11,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:10,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:09,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:08,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:07,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:06,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:05,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:04,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:03,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:02,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:01,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 17:00,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 16:59,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 16:58,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 16:57,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 16:56,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 16:55,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 16:54,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 16:53,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 16:52,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 16:51,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0003,17,구로,2025-07-20 16:50,0.12,통신양호,구로구 개봉로19길 87월편 하수박스 천장(로얄파크 월편)
17-0004,17,구로,2025-07-20 17:22,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:21,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:20,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:19,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:18,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:17,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:16,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:15,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:14,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:13,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:12,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:11,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:10,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:09,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:08,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:07,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:06,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:05,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:04,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:03,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:02,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:01,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 17:00,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 16:59,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 16:58,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 16:57,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 16:56,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 16:55,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 16:54,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 16:53,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 16:52,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 16:51,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0004,17,구로,2025-07-20 16:50,0.2,통신양호,서울특별시 구로구 개봉동 484번지 앞 도로
17-0005,17,구로,2025-07-20 17:22,0.07,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:21,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:20,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:19,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:18,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:17,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:16,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:15,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:14,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:13,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:12,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:11,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:10,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:09,0.07,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:08,0.07,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:07,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:06,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:05,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:04,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:03,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:02,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:01,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 17:00,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 16:59,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 16:58,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 16:57,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 16:56,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 16:55,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 16:54,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 16:53,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 16:52,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 16:51,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0005,17,구로,2025-07-20 16:50,0.08,통신양호,서울특별시 구로구 개봉동 416-270번지 앞 도로
17-0006,17,구로,2025-07-20 17:22,0.15,통신양호,서울특별시 구로구 개봉동139-107번지 앞 도로
17-0006,17,구로,2025-07-20 17:21,0.15,통신양호,서울특별시 구로구 개봉동139-107번지 앞 도로
17-0006,17,구로,2025-07-20 17:20,0.15,통신양호,서울특별시 구로구 개봉동139-107번지 앞 도로
17-0006,17,구로,2025-07-20 17:19,0.15,통신양호,서울특별시 구로구 개봉동139-107번지 앞 도로
17-0006,17,구로,2025-07-20 17:18,0.15,통신양호,서울특별시 구로구 개봉동139-107번지 앞 도로
17-0006,17,구로,2025-07-20 17:17,0.15,통신양호,서울특별시 구로구 개봉동139-107번지 앞 도로
17-0006,17,구로,2025-07-20 17:16,0.15,통신양호,서울특별시 구로구 개봉동139-107번지 앞 도로
